page,pseudo,fbid,fbid#,nb,interactions,interactions/post,info?
CIUSSS du Saguenay−Lac-Saint-Jean,SanteSagLac,103462603090360,#103462603090360,133,48481,"364,5",non
Océan de Grâce,oceandegrace.Tv.Officiel,168108303887448,#168108303887448,132,119477,"905,1",non
Laurence Jalbert - Page officielle,pageofficielle.laurencejalbert,100044376491717,#100044376491717,132,102334,"775,3",non
La vraie nature,Lavraienature,1986247378261396,#1986247378261396,132,100624,"762,3",non
Desjardins,desjardins,168724059831514,#168724059831514,132,84578,"640,7",non
Boulangerie Pâtisserie Artisanales - deux gars dans l'pétrin -,deuxgarsdanslepetrin,237077586482311,#237077586482311,132,31139,"235,9",non
FTQ-Construction,ConstructionFTQ,166936194129,#166936194129,131,50409,"384,8",non
Le Canada se Souvient,LeCanadasesouvient,166091507144,#166091507144,131,27683,"211,3",non
Maxi,maxi,867815176682349,#867815176682349,130,284411,"2187,8",non
National Arts Centre / Centre national des Arts,CanadasNAC.CNAduCanada,205712909516,#205712909516,130,138806,"1067,7",non
Si on s'aimait,sionsaimaitTVA,111238502344525,#111238502344525,130,51820,"398,6",non
Ruba Ghazal,RubaGhazalQS,100044150933821,#100044150933821,130,41913,"322,4",non
Service de police de la Ville de Gatineau,policegatineau,258889977469621,#258889977469621,129,79354,"615,1",non
Samuel Côté-Sculpture sur panache & Antler carving,sculpturesurpanache,100044419239816,#100044419239816,129,51884,"402,2",non
L'info du Nord Sainte-Agathe,linfodunordsa,246782525678,#246782525678,129,35380,"274,3",oui
Madic 100 frontière,mamadi.conde17,2024022411153085,#2024022411153085,128,517203,"4040,6",non
François Pérusse,francois.perusse,100044180331806,#100044180331806,128,161853,"1264,5",non
Denis Trudel,DenisTrudel2019,309071312609489,#309071312609489,128,37071,"289,6",non
Adoption Chats Sans Abri,centreacsa,229626471449,#229626471449,128,31406,"245,4",non
Hugo Roth Raza,HugoRothRaza,114186935407497,#114186935407497,127,190549,"1500,4",non
Le Massif de Charlevoix,LeMassifdeCharlevoix,135161319890,#135161319890,127,59529,"468,7",non
Marco Mendicino,marcoelmendicino,809694542420262,#809694542420262,127,40091,"315,7",non
L'Éclaireur Progrès,leclaireurprogres,120296008004909,#120296008004909,127,30813,"242,6",oui
Québec Issime,quebecissime,236448033051120,#236448033051120,126,80635,640,non
BLVD 102.1,BLVD1021,150432825297809,#150432825297809,126,56862,"451,3",non
Université Laval,ulaval.ca,187350531968,#187350531968,126,36066,"286,2",non
Élite presse,Elitepressealgerie,273701342693128,#273701342693128,125,122001,976,non
Paul Arcand,PaulArcand.985,967377443435189,#967377443435189,125,91150,"729,2",non
L'USINE,lusinequebec,341218135978220,#341218135978220,125,59814,"478,5",non
Ton petit look,tonpetitlook,117268674998646,#117268674998646,125,44094,"352,8",non
Hebdomadaire La Revue de Terrebonne,revueterrebonne,107310330253,#107310330253,125,40165,"321,3",oui
Équilibre,equilibre.net,624700294315387,#624700294315387,125,35515,"284,1",non
Jean Coutu,JeanCoutu,321409064623501,#321409064623501,124,126422,"1019,5",non
Chanceux.ca - Concours en ligne,ConcoursChanceux,691396680968434,#691396680968434,124,25780,"207,9",non
TQ5 Media,TQ5Media,1949185548650693,#1949185548650693,123,58973,"479,5",non
Zoo Ecomuseum,zooecomuseum,9584728947,#9584728947,123,54283,"441,3",non
Mary Kay Canada,marykaycanada,360646975280,#360646975280,123,41812,"339,9",non
Ma Côte-Nord,macotenord,440606566689266,#440606566689266,123,39245,"319,1",non
Le Journal de Lévis,LeJournaldeLevis,174093697897,#174093697897,123,38415,"312,3",oui
QuébecBio,QuebecBio,527084117490771,#527084117490771,122,184303,"1510,7",non
Spotted St-Jérôme,SpottedStJeromeOfficiel,1554987218074978,#1554987218074978,122,57937,"474,9",non
Maxime Landry,LandryMaxime,100044390050848,#100044390050848,121,157351,"1300,4",non
FTQ,laFTQ,156235841087715,#156235841087715,121,87826,"725,8",non
"Chatons Orphelins Montréal - COM - Réseau d'entraide, sauvetages, adoptions",Rescuechatonsmontreal,871473582940174,#871473582940174,121,52987,"437,9",non
Catherine Côté,energiequantique.ca,107280654015389,#107280654015389,120,134184,"1118,2",non
Auberge Godefroy,aubergegodefroy,125044057563,#125044057563,120,59735,"497,8",non
IMA,IMAofficiel,100044260097765,#100044260097765,120,55930,"466,1",non
Restaurant Normandin,restaurantnormandin,396538287030817,#396538287030817,120,51579,"429,8",non
CISSS de l'Outaouais,CISSSOUTAOUAIS,1769309886715643,#1769309886715643,120,47524,396,non
Moi d'abord,moidabord.ca,673950815976187,#673950815976187,120,42852,"357,1",non
Jean-Yves Duclos,jyduclosliberal,716862221762601,#716862221762601,120,26911,"224,3",non
Dominic Arpin,dominicarpinfan,100044443896050,#100044443896050,119,162375,"1364,5",non
"Côte d'ivoire - Objets et Personnes perdus, volés et retrouvés",iYako.ci,101164408025072,#101164408025072,119,145135,"1219,6",non
Ben Milot,BenMilotFanPageOfficielle,206777742692309,#206777742692309,119,43038,"361,7",non
Parti Patriote,partipatriote,1862100017451030,#1862100017451030,119,23878,"200,7",non
Ministère de la Santé et des Services sociaux (MSSS),SanteServicesSociauxQuebec,113969008665734,#113969008665734,118,169302,"1434,8",non
Jean-Thomas Jobin (officiel),JeanThomasJobin,172763006558,#172763006558,118,114473,"970,1",non
Télé-Québec en classe,tqcenclasse,1557064764513611,#1557064764513611,118,92400,"783,1",non
SOS violence conjugale,sosviolenceconjugale,104811292976689,#104811292976689,118,53386,"452,4",non
Blaine Higgs,PremierBlaineHiggs,100051467058874,#100051467058874,118,47224,"400,2",non
Coeur à l'écoute,coeurbonheuramis,1111157112261302,#1111157112261302,118,22151,"187,7",non
La Famille Groulx,lafamillegroulx,1099239723512998,#1099239723512998,117,380721,3254,non
Josée Boudreault,josee.boudreaultcomplet,100044431899759,#100044431899759,117,206609,"1765,9",non
Etienne Boulay,etienne.boulay.96,100044139174280,#100044139174280,117,200145,"1710,6",non
TELUSfr,TELUSfr,96225168773,#96225168773,117,160310,"1370,2",non
Catherine Pogonat,catpogonat,169324203140866,#169324203140866,117,29822,"254,9",non
L'heure juste du camionneur,LHJDCmedia,587981274632500,#587981274632500,116,72378,"623,9",non
Au Chalet En Bois Rond,auchaletenboisrond,137864986284239,#137864986284239,116,43875,"378,2",non
Spotted : Laval QC,SpottedLavalQc,204591123028820,#204591123028820,116,40735,"351,2",non
Dominique Hudson,DominiqueHudsonOfficiel,100044547154623,#100044547154623,116,39962,"344,5",non
Special Olympics Canada,SpecialOCanada,110015995699637,#110015995699637,116,26658,"229,8",non
Spiritualité des Fées,SpiritualiteDesFees,511519665603451,#511519665603451,115,132641,"1153,4",non
Atmosphère,atmosphere.citation,1408796612699617,#1408796612699617,115,67134,"583,8",non
Je cuisine,magazinejecuisine,118948964897066,#118948964897066,115,34938,"303,8",non
Centrale des syndicats du Québec (CSQ),lacsq,186563811522,#186563811522,115,33815,294,non
L'Écho de Maskinongé,echomaskinonge,154262924648321,#154262924648321,115,33537,"291,6",oui
"Parc national de la Mauricie, Parcs Canada",pnMauricie,159868794209957,#159868794209957,115,31217,"271,5",non
Passion MLB,passionmlb,660063294146283,#660063294146283,115,24188,"210,3",non
Harricana Aventures,HarricanaAventures,143907449001565,#143907449001565,114,97377,"854,2",non
Eugène Allard cuisine et tendances,EugeneAllardCuisineTendances,331134470301277,#331134470301277,114,63550,"557,5",non
Orchestre Métropolitain,orchestremetropolitain,249224671155,#249224671155,114,47096,"413,1",non
Baleines en direct,baleinesendirect,1402078100028045,#1402078100028045,114,35120,"308,1",non
Les meilleurs trucs,meilleurstrucs,825878120916835,#825878120916835,114,31837,"279,3",non
Joseph Ribkoff,josephribkoff1957,61908299206,#61908299206,114,31524,"276,5",non
Hockey 360,hockey360RDS,188611041211591,#188611041211591,114,31172,"273,4",non
Belle et Bum,BelleEtBum,465298013500954,#465298013500954,114,27558,"241,7",non
Journal L'Étoile du Lac,letoiledulac,297036452902,#297036452902,114,24619,216,oui
Laurence Doire,laurencedoiremusic,100044244378601,#100044244378601,113,156410,"1384,2",non
Metro mon épicier,metromonepicier,158189864209504,#158189864209504,113,143969,"1274,1",non
Guillaume Pineault,Guillaume.Pineault.Humoriste,100044163262911,#100044163262911,113,69118,"611,7",non
Chrystia Freeland,freelandchrystia,544043002316611,#544043002316611,113,66118,"585,1",non
Coopérative des techniciens ambulanciers du Québec,CTAQuebec,1633565133422677,#1633565133422677,113,37082,"328,2",non
Damien Robitaille,DamienRobi,100050243780060,#100050243780060,112,151481,"1352,5",non
CIUSSS de la Capitale-Nationale,CIUSSSCN,538181276359816,#538181276359816,112,62346,"556,7",non
Mito,mito.entreprise,169350186438801,#169350186438801,112,46923,419,non
Catherine McKenna,McKenna.Ottawa,100044532242348,#100044532242348,112,36302,"324,1",non
CARABINS,carabinsudem,19068394707,#19068394707,112,33783,"301,6",non
Géopolitique,MondeGeopolitique,533124176759011,#533124176759011,112,31026,277,non
Prestige Auto International,prestigeauto2015,687903351330092,#687903351330092,112,30599,"273,2",non
Ville de Salaberry-de-Valleyfield,Valleyfield,134060769963444,#134060769963444,112,27368,"244,4",non
William Amos - Pontiac,willamoscanada,407672959376137,#407672959376137,112,26987,241,non
Campagne Québec-Vie,CampagneQuebecVie,138509886856,#138509886856,112,25593,"228,5",non
Vivre la vie autrement,vivvrelavieautrement,100044510886192,#100044510886192,111,151694,"1366,6",non
Marie-Élaine Thibert,MarieElaineThibert,100044384771012,#100044384771012,111,131342,"1183,3",non
Juliette & Chocolat,julietteetchocolat,99958094160,#99958094160,111,42908,"386,6",non
Bach illustrations,bachillustrations,100044437509324,#100044437509324,111,38078,343,non
Brasserie du Bas-Canada,brasseriedubascanada,1669820396633441,#1669820396633441,111,29179,"262,9",non
Küto - Comptoir à Tartares,kutotartares,827838797320616,#827838797320616,110,86883,"789,8",non
Éditions AdA,editionsada,119241224754555,#119241224754555,110,62318,"566,5",non
Le Courrier de Saint-Hyacinthe,lecourrier1853,945501695529563,#945501695529563,110,49923,"453,8",oui
Fondation Institut de gériatrie de Montréal,FIUGM,1769097286670367,#1769097286670367,110,49687,"451,7",non
Alex Labbé,AlexLabbe36,100057720596076,#100057720596076,110,41266,"375,1",non
Bertrand Godin,godinracing,411685468977815,#411685468977815,109,45623,"418,6",non
Ville de Cowansville - page officielle,villecowansville,147012898667070,#147012898667070,109,44709,"410,2",non
Sophie Grégoire Trudeau,SophieGregoireTrudeau,1732388847014056,#1732388847014056,108,579090,"5361,9",non
Mononc' Serge,mononcserge,22262289614,#22262289614,108,70447,"652,3",non
Je décore,jedecore,385684814776357,#385684814776357,108,58533,542,non
Tourisme-Charlevoix,tourismecharlevoix,133367216814,#133367216814,108,43185,"399,9",non
Association des Plus Beaux Villages du Québec,APBVQ,128249113920262,#128249113920262,108,33920,"314,1",non
4th Canadian Division - 4e Division du Canada,4CdnDiv4DivCA,767088219985590,#767088219985590,108,24446,"226,4",non
Martiny cosmétique &fashion,martinezCosmetics,1313666132112566,#1313666132112566,107,451525,"4219,9",non
Philippe Bond,PhilippeBondHumoriste,100044548594435,#100044548594435,107,163629,"1529,2",non
Galaxie des Animaux,GalaxiedesAnimaux,1215622501853749,#1215622501853749,107,135288,"1264,4",non
CAA-Québec,caaQc,291191747682596,#291191747682596,107,74514,"696,4",non
Tremblant,tremblant,305002358114,#305002358114,107,64780,"605,4",non
Michel Boudrias,michelboudrias101,1545887795625921,#1545887795625921,107,55101,515,non
iA Groupe financier (Industrielle Alliance),industriellealliance,142817449084810,#142817449084810,107,44551,"416,4",non
100.9,100.9QC,138685242834876,#138685242834876,107,30882,"288,6",non
Stéphane Laporte,stephlaporte,100044081621565,#100044081621565,106,165521,"1561,5",non
QW4RTZ,qw4rtz,224234347607369,#224234347607369,106,144334,"1361,6",non
Québec Insolite,qcinsolite,1395388930676322,#1395388930676322,106,62193,"586,7",non
Orchestre symphonique de Montréal - OSM,OSMconcerts,115309189090,#115309189090,106,57006,"537,8",non
La Cage,lacagebrasseriesportive,192385874115061,#192385874115061,106,54634,"515,4",non
Maryam Monsef,MonsefMaryam,1456416134632437,#1456416134632437,106,34043,"321,2",non
E47 Éco Sentiers,StationEmpire47,1016370298383174,#1016370298383174,106,28679,"270,6",non
Journal Nouvelles Hebdo,Nouvelleshebdo,160299100725388,#160299100725388,106,25732,"242,8",oui
Standards Divins,standardsdivins,100019020439550,#100019020439550,105,412119,"3924,9",non
Mon Toubabou,Priscabaill,103445311292246,#103445311292246,105,84652,"806,2",non
Réseau des Citoyens,reseaudescitoyens,173969056617984,#173969056617984,105,60868,"579,7",non
Roadrace,Roadraceqc,2098508283744855,#2098508283744855,105,59236,"564,2",non
Fondation Mira,fondationmira,130494087023400,#130494087023400,105,42515,"404,9",non
Emilie Ouellette,Emilie0uellette,100058284781535,#100058284781535,105,37451,"356,7",non
Le Courrier Sud,LeCourrierSud,237037489656974,#237037489656974,105,28356,"270,1",oui
L'Avant-Poste,lavantposte,278296897888,#278296897888,105,26345,"250,9",non
Marie Mai - VIP,MarieMaiOfficiel,100044230489092,#100044230489092,104,370062,"3558,3",non
En pleine Nature - Claude Fortin Photographe,cfortinphoto,100044306064161,#100044306064161,104,121214,"1165,5",non
Hubert Cormier Nutritionniste,hubertcormier,100044384890981,#100044384890981,104,50436,485,non
Cinq Fourchettes par Nancy Bordeleau,BlogueCinqFourchettes,100044212697219,#100044212697219,104,44161,"424,6",non
Boucherie Sévelin,BoucherieSevelin,158382631014523,#158382631014523,104,31506,"302,9",non
François-Philippe Champagne,FPChampagneSMC,297499043722950,#297499043722950,104,28228,"271,4",non
PSG Club Montréal,psgclubmontreal,138855331896,#138855331896,103,102180,992,non
Guylaine Guay,guylaineguayauteure,100044259678033,#100044259678033,103,75196,"730,1",non
Angelo G. Iacono,AIaconoMP,107056659909,#107056659909,103,57488,"558,1",non
Opération Enfant Soleil (Officiel),operationenfantsoleil,121659494541204,#121659494541204,103,54999,534,non
Supercardio,supercardio,156867674481563,#156867674481563,103,49957,485,non
C'est juste de la TV,cjdltv,322075961904,#322075961904,103,33490,"325,1",non
Gregory Charles,Gregexperience,100044169382638,#100044169382638,102,158983,"1558,7",non
Cours Toutoune,courstoutoune,709898759145812,#709898759145812,102,50438,"494,5",non
RMC Canada CMR,RMCCanadaCMR,265034516970530,#265034516970530,102,33974,"333,1",non
Soccer Québec,SoccerQuebec,195926650532157,#195926650532157,102,32278,"316,5",non
Joël Arseneau,joelarseneauDepute,2092607887479452,#2092607887479452,102,25807,253,non
Nicole Bordeleau,YogaMonde,100044160623065,#100044160623065,101,197582,"1956,3",non
Sophie Thibault,PhotoSophie9,100044407870439,#100044407870439,101,173429,"1717,1",non
Élevage Micro cochon & cie,elevagemicrocochon,100044387887791,#100044387887791,101,119885,1187,non
Collection Mini Coco Inc.,Collectionminicoco,521864978015853,#521864978015853,101,56214,"556,6",non
New Brunswick / Nouveau-Brunswick,DestinationNB,115008985198798,#115008985198798,101,53478,"529,5",non
SPCA de l'Outaouais,SPCAOutaouais,112362588820028,#112362588820028,101,39211,"388,2",non
Arrondissement de Rivière-des-Prairies—Pointe-aux-Trembles,rdp.pat,506633972695834,#506633972695834,101,26602,"263,4",non
Journal Le Soir,journallesoir.ca,102339377820962,#102339377820962,101,19942,"197,4",oui
Guillaume Vermette,ClownHumanitaire,734354253331717,#734354253331717,100,228830,"2288,3",non
Annie Villeneuve,AnnieVOfficiel,100044460668449,#100044460668449,100,168543,"1685,4",non
Kaïn,groupekain,100044157442961,#100044157442961,100,94943,"949,4",non
Marie-Sol,MarieSolStOnge,212850812150989,#212850812150989,100,69981,"699,8",non
Canton,cantoncanada,161811867222571,#161811867222571,100,51626,"516,3",non
Jean-François Lisée,jflisee,395848377146274,#395848377146274,100,51288,"512,9",non
Alex & MJ - On The GO,alexmjonthego,146089245778714,#146089245778714,100,50812,"508,1",non
Les chroniques de Majda,majda.elkrami,100044669754346,#100044669754346,100,50161,"501,6",non
Séries Plus,seriesplus,247256932018460,#247256932018460,100,46581,"465,8",non
Épatante patate,epatantepatate2,1177948198915121,#1177948198915121,100,39320,"393,2",non
Le Grec - Restaurant & Produits,RestaurantLeGrec,108867425820621,#108867425820621,100,33055,"330,6",non
Messorem Bracitorium,MessoremBracitorium,765583043620262,#765583043620262,100,28114,"281,1",non
